,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Andhra Pradesh,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,500.00","3,000.00","2,000.00",Rs./Quintal,09-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,09-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","2,000.00",Rs./Quintal,08-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,000.00","2,800.00","2,000.00",Rs./Quintal,08-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,500.00","3,500.00","2,000.00",Rs./Quintal,08-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,07-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,000.00","2,500.00","2,000.00",Rs./Quintal,07-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,500.00","3,000.00","2,000.00",Rs./Quintal,07-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,06-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,200.00","3,000.00",Rs./Quintal,06-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,06-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,05-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,300.00","3,000.00",Rs./Quintal,05-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","4,000.00","3,500.00",Rs./Quintal,05-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,04-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,04-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","4,200.00","3,500.00",Rs./Quintal,04-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,03-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,03-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","4,500.00","3,000.00",Rs./Quintal,03-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,000.00","2,500.00",Rs./Quintal,02-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","4,300.00","3,500.00",Rs./Quintal,02-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,500.00",Rs./Quintal,01-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,01-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","4,500.00","3,500.00",Rs./Quintal,01-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,200.00","2,500.00",Rs./Quintal,31-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,000.00","4,000.00","3,500.00",Rs./Quintal,31-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","3,800.00","3,000.00",Rs./Quintal,31-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","3,000.00","2,000.00",Rs./Quintal,30-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","4,000.00","3,000.00",Rs./Quintal,30-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,30-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,000.00","2,500.00",Rs./Quintal,29-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,200.00","4,200.00","3,700.00",Rs./Quintal,29-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","4,000.00","3,500.00",Rs./Quintal,29-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,200.00","2,500.00",Rs./Quintal,28-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,200.00","3,700.00","3,400.00",Rs./Quintal,28-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Large,"3,000.00","4,200.00","3,500.00",Rs./Quintal,28-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,000.00","2,500.00",Rs./Quintal,27-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,27-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","4,000.00","3,500.00",Rs./Quintal,27-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,000.00","2,500.00",Rs./Quintal,26-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,400.00","3,000.00",Rs./Quintal,26-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","4,500.00","3,500.00",Rs./Quintal,26-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,000.00",Rs./Quintal,25-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,25-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","4,500.00","3,500.00",Rs./Quintal,25-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,24-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,000.00","3,700.00","3,200.00",Rs./Quintal,24-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,24-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,500.00",Rs./Quintal,23-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,23-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Large,"2,500.00","4,500.00","3,500.00",Rs./Quintal,23-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,22-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,300.00","2,500.00",Rs./Quintal,22-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,800.00","4,200.00","2,600.00",Rs./Quintal,22-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,21-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,500.00","3,500.00","2,000.00",Rs./Quintal,21-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","4,500.00","3,000.00",Rs./Quintal,21-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,20-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,000.00","4,000.00","3,500.00",Rs./Quintal,20-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","4,200.00","3,700.00",Rs./Quintal,20-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,19-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","2,500.00",Rs./Quintal,19-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,500.00","4,500.00","3,000.00",Rs./Quintal,19-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,18-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","2,500.00",Rs./Quintal,18-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","4,500.00","3,000.00",Rs./Quintal,18-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,17-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","2,500.00",Rs./Quintal,17-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","4,500.00","3,000.00",Rs./Quintal,17-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,16-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","2,500.00",Rs./Quintal,16-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","4,500.00","3,500.00",Rs./Quintal,16-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,200.00",Rs./Quintal,15-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,15-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","4,500.00","3,000.00",Rs./Quintal,15-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,14-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,000.00","3,000.00","2,000.00",Rs./Quintal,14-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,14-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,13-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,000.00","3,000.00","1,800.00",Rs./Quintal,13-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","3,600.00","2,500.00",Rs./Quintal,13-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,000.00",Rs./Quintal,12-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,200.00","3,200.00","3,000.00",Rs./Quintal,12-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,12-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,100.00","3,000.00",Rs./Quintal,11-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,500.00","3,200.00","2,700.00",Rs./Quintal,11-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,800.00","3,500.00",Rs./Quintal,11-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,10-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","2,800.00","2,500.00",Rs./Quintal,10-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,500.00","3,200.00",Rs./Quintal,10-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,000.00",Rs./Quintal,09-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,200.00","3,000.00",Rs./Quintal,09-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,500.00","3,200.00",Rs./Quintal,09-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","3,000.00","2,000.00",Rs./Quintal,08-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,700.00","3,000.00",Rs./Quintal,08-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","4,000.00","2,500.00",Rs./Quintal,08-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,500.00",Rs./Quintal,07-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,200.00","4,000.00","3,200.00",Rs./Quintal,07-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","3,800.00","2,500.00",Rs./Quintal,07-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,06-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,700.00","4,000.00","2,000.00",Rs./Quintal,06-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,600.00","3,000.00","2,000.00",Rs./Quintal,06-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"7,000.00","8,500.00","8,000.00",Rs./Quintal,05-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"4,000.00","7,000.00","5,000.00",Rs./Quintal,04-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"5,000.00","8,000.00","6,000.00",Rs./Quintal,04-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"4,000.00","7,000.00","5,000.00",Rs./Quintal,03-05-2025

